Database ID	Sequence ID	"Probability
(min. threshold)"	"Predicted
probability"	"Effector
prediction"	Sequence Header	Genome
539685	981	0.9	0.986812	effector	>WP_004090096.1 50S ribosomal protein L23 [Xylella fastidiosa]	CFBP8071
539742	1038	0.9	0.999745	effector	>WP_004090311.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
539770	1066	0.9	0.989856	effector	>WP_004090375.1 pilin partial [Xylella fastidiosa]	CFBP8071
539771	1067	0.9	0.999842	effector	>WP_004090380.1 pilin [Xylella fastidiosa]	CFBP8071
539839	1135	0.9	0.995802	effector	>WP_004090579.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
539840	1136	0.9	0.999875	effector	>WP_004090580.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
539841	1137	0.9	1	effector	>WP_004090581.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540053	1349	0.9	0.998021	effector	>WP_004572929.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540054	1350	0.9	0.989373	effector	>WP_004572930.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540059	1355	0.9	0.999258	effector	>WP_004572941.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540060	1356	0.9	0.996325	effector	>WP_004572942.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540081	1377	0.9	1	effector	>WP_004572979.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540174	1470	0.9	1	effector	>WP_011097630.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540236	1532	0.9	0.999998	effector	>WP_011097760.1 membrane protein [Xylella fastidiosa]	CFBP8071
540280	1576	0.9	0.999375	effector	>WP_011097858.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540338	1634	0.9	0.989096	effector	>WP_011097995.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8071
540344	1640	0.9	0.995026	effector	>WP_011098007.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540355	1651	0.9	0.988278	effector	>WP_011098035.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8071
540381	1677	0.9	0.988214	effector	>WP_011098093.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540389	1685	0.9	0.993623	effector	>WP_011098106.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540412	1708	0.9	0.999954	effector	>WP_011098150.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540421	1717	0.9	0.998521	effector	>WP_011098170.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540450	1746	0.9	0.995068	effector	>WP_011098232.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa]	CFBP8071
540501	1797	0.9	1	effector	>WP_011098370.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540514	1810	0.9	1	effector	>WP_012382406.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540544	1840	0.9	0.999296	effector	>WP_012382474.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540573	1869	0.9	0.992282	effector	>WP_012382580.1 transposase [Xylella fastidiosa]	CFBP8071
540594	1890	0.9	0.998497	effector	>WP_012382619.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540623	1919	0.9	0.996325	effector	>WP_012382687.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540638	1934	0.9	1	effector	>WP_012382736.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540658	1954	0.9	0.992692	effector	>WP_012382785.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540663	1959	0.9	0.996504	effector	>WP_012382838.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540665	1961	0.9	0.999269	effector	>WP_012382840.1 single-stranded DNA-binding protein [Xylella fastidiosa]	CFBP8071
540707	2003	0.9	0.999833	effector	>WP_042466330.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540711	2007	0.9	0.999995	effector	>WP_042466562.1 polyvinylalcohol dehydrogenase [Xylella fastidiosa]	CFBP8071
540714	2010	0.9	0.999986	effector	>WP_049767183.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540716	2012	0.9	0.999984	effector	>WP_071869522.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540717	2013	0.9	0.992556	effector	>WP_071869591.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540720	2016	0.9	0.99998	effector	>WP_072866325.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540722	2018	0.9	0.999999	effector	>WP_072866334.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540726	2022	0.9	0.998806	effector	>WP_072866347.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540748	2044	0.9	0.98868	effector	>WP_080729500.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540751	2047	0.9	1	effector	>WP_100206152.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540760	2056	0.9	1	effector	>WP_100206166.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540771	2067	0.9	0.999714	effector	>WP_118853459.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540781	2077	0.9	1	effector	>WP_126715040.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540783	2079	0.9	1	effector	>WP_128712519.1 14-beta-cellobiosidase [Xylella fastidiosa]	CFBP8071
540790	2086	0.9	0.99997	effector	>WP_128734665.1 endoglucanase [Xylella fastidiosa]	CFBP8071
540797	2093	0.9	0.999988	effector	>WP_128734672.1 hypothetical protein [Xylella fastidiosa]	CFBP8071
540829	2125	0.9	1	effector	>WP_128734704.1 DUF2800 domain-containing protein partial [Xylella fastidiosa]	CFBP8071
540887	56	0.9	0.999407	effector	>WP_004084681.1 cold-shock protein [Xylella fastidiosa]	CFBP7970
540901	70	0.9	0.997802	effector	>WP_004085093.1 50S ribosomal protein L34 [Xylella fastidiosa]	CFBP7970
540927	96	0.9	1	effector	>WP_004085832.1 cold-shock protein [Xylella fastidiosa]	CFBP7970
540949	118	0.9	0.994453	effector	>WP_004086535.1 30S ribosomal protein S14 [Xylella fastidiosa]	CFBP7970
540956	125	0.9	0.999999	effector	>WP_004086643.1 30S ribosomal protein THX [Xylella fastidiosa]	CFBP7970
540963	132	0.9	0.999838	effector	>WP_004087105.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
540968	137	0.9	0.999064	effector	>WP_004087113.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541001	170	0.9	1	effector	>WP_004087222.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541036	205	0.9	0.994107	effector	>WP_004087368.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541042	211	0.9	0.998445	effector	>WP_004087375.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541062	231	0.9	0.992152	effector	>WP_004087418.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541088	257	0.9	0.994064	effector	>WP_004087477.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP7970
541102	271	0.9	0.997927	effector	>WP_004087527.1 glutaredoxin 3 [Xylella fastidiosa]	CFBP7970
541161	330	0.9	0.999999	effector	>WP_004087683.1 type 1 fimbrial protein [Xylella fastidiosa]	CFBP7970
541171	340	0.9	0.99984	effector	>WP_004087774.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541303	472	0.9	0.986345	effector	>WP_004088201.1 outer membrane protein W OmpW [Xylella fastidiosa]	CFBP7970
541518	687	0.9	0.99994	effector	>WP_004088963.1 membrane protein [Xylella fastidiosa]	CFBP7970
541579	748	0.9	0.987191	effector	>WP_004089217.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa]	CFBP7970
541694	863	0.9	0.999994	effector	>WP_004089725.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541699	868	0.9	0.998562	effector	>WP_004089743.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541828	997	0.9	0.998484	effector	>WP_004090215.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541856	1025	0.9	0.999745	effector	>WP_004090311.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541884	1053	0.9	0.989856	effector	>WP_004090375.1 pilin partial [Xylella fastidiosa]	CFBP7970
541885	1054	0.9	0.999842	effector	>WP_004090380.1 pilin [Xylella fastidiosa]	CFBP7970
541954	1123	0.9	0.995802	effector	>WP_004090579.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541955	1124	0.9	0.999875	effector	>WP_004090580.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541956	1125	0.9	1	effector	>WP_004090581.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
541998	1167	0.9	0.99989	effector	>WP_004090673.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542109	1278	0.9	0.995754	effector	>WP_004091439.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542119	1288	0.9	0.999253	effector	>WP_004091494.1 single-stranded DNA-binding protein [Xylella fastidiosa]	CFBP7970
542135	1304	0.9	0.992698	effector	>WP_004572804.1 50S ribosomal protein L32 [Xylella fastidiosa]	CFBP7970
542208	1377	0.9	0.998021	effector	>WP_004572929.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542209	1378	0.9	0.989373	effector	>WP_004572930.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542216	1385	0.9	0.999258	effector	>WP_004572941.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542217	1386	0.9	0.996325	effector	>WP_004572942.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542238	1407	0.9	1	effector	>WP_004572979.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542319	1488	0.9	1	effector	>WP_011097630.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542407	1576	0.9	0.999375	effector	>WP_011097858.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542445	1614	0.9	0.995026	effector	>WP_011098007.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542476	1645	0.9	0.988214	effector	>WP_011098093.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542484	1653	0.9	0.997436	effector	>WP_011098104.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542486	1655	0.9	0.993623	effector	>WP_011098106.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542507	1676	0.9	0.999954	effector	>WP_011098150.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542514	1683	0.9	0.998521	effector	>WP_011098170.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542535	1704	0.9	0.995068	effector	>WP_011098232.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa]	CFBP7970
542575	1744	0.9	1	effector	>WP_011098370.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542589	1758	0.9	1	effector	>WP_012382406.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542631	1800	0.9	0.992282	effector	>WP_012382580.1 transposase [Xylella fastidiosa]	CFBP7970
542679	1848	0.9	0.992692	effector	>WP_012382785.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542752	1921	0.9	0.999987	effector	>WP_038232801.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542770	1939	0.9	0.996681	effector	>WP_038232919.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542787	1956	0.9	0.988329	effector	>WP_038233117.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP7970
542799	1968	0.9	0.988855	effector	>WP_038233183.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP7970
542801	1970	0.9	0.999999	effector	>WP_038233243.1 endoglucanase [Xylella fastidiosa]	CFBP7970
542810	1979	0.9	0.999986	effector	>WP_049767183.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542818	1987	0.9	0.999984	effector	>WP_071869522.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542819	1988	0.9	0.99926	effector	>WP_071869545.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542820	1989	0.9	0.992556	effector	>WP_071869591.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542824	1993	0.9	0.99998	effector	>WP_072866325.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542829	1998	0.9	0.999999	effector	>WP_072866334.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542834	2003	0.9	0.998806	effector	>WP_072866347.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542835	2004	0.9	0.999999	effector	>WP_072866348.1 polyvinylalcohol dehydrogenase [Xylella fastidiosa]	CFBP7970
542868	2037	0.9	0.993335	effector	>WP_081370384.1 phage antirepressor protein [Xylella fastidiosa]	CFBP7970
542871	2040	0.9	1	effector	>WP_100206152.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542884	2053	0.9	1	effector	>WP_100206166.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542891	2060	0.9	0.999714	effector	>WP_118853459.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542898	2067	0.9	1	effector	>WP_126715040.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542900	2069	0.9	1	effector	>WP_128712456.1 14-beta-cellobiosidase [Xylella fastidiosa]	CFBP7970
542911	2080	0.9	0.98807	effector	>WP_128712467.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542915	2084	0.9	1	effector	>WP_128712471.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542929	2098	0.9	1	effector	>WP_128712485.1 hypothetical protein [Xylella fastidiosa]	CFBP7970
542958	2127	0.9	0.999279	effector	>WP_128712514.1 autotransporter domain-containing protein partial [Xylella fastidiosa]	CFBP7970
543106	145	0.9	0.985926	effector	>WP_004083654.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543179	218	0.9	0.988249	effector	>WP_004083775.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa]	CFBP8078
543192	231	0.9	0.996821	effector	>WP_004083818.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543259	298	0.9	0.999995	effector	>WP_004084159.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543347	386	0.9	0.997531	effector	>WP_004084662.1 glutaredoxin 3 [Xylella fastidiosa]	CFBP8078
543357	396	0.9	0.999407	effector	>WP_004084681.1 cold-shock protein [Xylella fastidiosa]	CFBP8078
543392	431	0.9	0.997431	effector	>WP_004084804.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543399	438	0.9	0.996688	effector	>WP_004084829.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543402	441	0.9	0.999982	effector	>WP_004084844.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543419	458	0.9	0.989927	effector	>WP_004084879.1 50S ribosomal protein L32 [Xylella fastidiosa]	CFBP8078
543493	532	0.9	0.997802	effector	>WP_004085093.1 50S ribosomal protein L34 [Xylella fastidiosa]	CFBP8078
543498	537	0.9	0.997059	effector	>WP_004085106.1 penicillin-binding protein [Xylella fastidiosa]	CFBP8078
543501	540	0.9	0.998357	effector	>WP_004085119.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543516	555	0.9	0.989299	effector	>WP_004085208.1 membrane protein [Xylella fastidiosa]	CFBP8078
543688	727	0.9	0.999992	effector	>WP_004085570.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543704	743	0.9	0.994894	effector	>WP_004085633.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8078
543755	794	0.9	1	effector	>WP_004085832.1 cold-shock protein [Xylella fastidiosa]	CFBP8078
543788	827	0.9	0.999944	effector	>WP_004085979.1 MULTISPECIES: 50S ribosomal protein L36 [Xylella]	CFBP8078
543827	866	0.9	0.994292	effector	>WP_004086222.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543852	891	0.9	0.992546	effector	>WP_004086330.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
543856	895	0.9	0.997808	effector	>WP_004086395.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa]	CFBP8078
543895	934	0.9	0.994453	effector	>WP_004086535.1 30S ribosomal protein S14 [Xylella fastidiosa]	CFBP8078
544016	1055	0.9	0.999999	effector	>WP_010895035.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544043	1082	0.9	1	effector	>WP_012337575.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544073	1112	0.9	0.999868	effector	>WP_012337788.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544090	1129	0.9	0.991249	effector	>WP_012337876.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544140	1179	0.9	1	effector	>WP_012338119.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544142	1181	0.9	0.996589	effector	>WP_012338132.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544144	1183	0.9	0.999166	effector	>WP_012338144.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544190	1229	0.9	0.994576	effector	>WP_021358248.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544192	1231	0.9	0.986366	effector	>WP_021358268.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544363	1402	0.9	0.999968	effector	>WP_027700545.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544372	1411	0.9	1	effector	>WP_027700566.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544414	1453	0.9	0.998063	effector	>WP_027700770.1 autotransporter [Xylella fastidiosa]	CFBP8078
544438	1477	0.9	0.988184	effector	>WP_038210414.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544449	1488	0.9	0.999974	effector	>WP_038210606.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544473	1512	0.9	0.999986	effector	>WP_038211056.1 pilin [Xylella fastidiosa]	CFBP8078
544561	1600	0.9	0.99926	effector	>WP_071869545.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544569	1608	0.9	0.997377	effector	>WP_071869631.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544572	1611	0.9	0.996358	effector	>WP_071869690.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544585	1624	0.9	0.999958	effector	>WP_071869834.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544589	1628	0.9	0.999662	effector	>WP_071869858.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544590	1629	0.9	1	effector	>WP_071869871.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544598	1637	0.9	1	effector	>WP_076613198.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544602	1641	0.9	0.997039	effector	>WP_080513453.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544604	1643	0.9	0.994206	effector	>WP_080544275.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544610	1649	0.9	0.997672	effector	>WP_080654467.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544611	1650	0.9	0.988548	effector	>WP_080654473.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544613	1652	0.9	0.999114	effector	>WP_080654487.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544616	1655	0.9	0.998159	effector	>WP_080715091.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544681	1720	0.9	0.996689	effector	>WP_128723479.1 pilin [Xylella fastidiosa]	CFBP8078
544705	1744	0.9	0.999769	effector	>WP_128723503.1 autotransporter adhesin [Xylella fastidiosa]	CFBP8078
544708	1747	0.9	0.999995	effector	>WP_128723506.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544724	1763	0.9	0.999999	effector	>WP_128723522.1 magnesium transporter [Xylella fastidiosa]	CFBP8078
544759	1798	0.9	0.999997	effector	>WP_128723557.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544826	1865	0.9	0.98647	effector	>WP_128723624.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8078
544827	1866	0.9	1	effector	>WP_128723625.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544831	1870	0.9	0.996789	effector	>WP_128723629.1 filamentous hemagglutinin N-terminal domain-containing protein partial [Xylella fastidiosa]	CFBP8078
544858	1897	0.9	1	effector	>WP_128723656.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544873	1912	0.9	1	effector	>WP_128723671.1 14-beta-cellobiosidase [Xylella fastidiosa]	CFBP8078
544877	1916	0.9	1	effector	>WP_128723675.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
544908	1947	0.9	1	effector	>WP_128723706.1 30S ribosomal protein THX [Xylella fastidiosa]	CFBP8078
544925	1964	0.9	0.989664	effector	>WP_128723723.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8078
544927	1966	0.9	0.999949	effector	>WP_128723725.1 type 1 fimbrial protein [Xylella fastidiosa]	CFBP8078
544963	2002	0.9	0.998831	effector	>WP_128723761.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545039	2078	0.9	0.991204	effector	>WP_128723837.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545055	2094	0.9	0.990172	effector	>WP_128723853.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545057	2096	0.9	0.999822	effector	>WP_128723855.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545112	2151	0.9	0.995872	effector	>WP_128723910.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545118	2157	0.9	1	effector	>WP_128723916.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545134	2173	0.9	0.99999	effector	>WP_128723932.1 hemagglutinin partial [Xylella fastidiosa]	CFBP8078
545148	2187	0.9	0.990107	effector	>WP_128723946.1 hemagglutinin partial [Xylella fastidiosa]	CFBP8078
545160	2199	0.9	0.996657	effector	>WP_128723958.1 hypothetical protein [Xylella fastidiosa]	CFBP8078
545254	56	0.9	0.999407	effector	>WP_004084681.1 cold-shock protein [Xylella fastidiosa]	CFBP8082
545270	72	0.9	0.997802	effector	>WP_004085093.1 50S ribosomal protein L34 [Xylella fastidiosa]	CFBP8082
545298	100	0.9	1	effector	>WP_004085832.1 cold-shock protein [Xylella fastidiosa]	CFBP8082
545319	121	0.9	0.994453	effector	>WP_004086535.1 30S ribosomal protein S14 [Xylella fastidiosa]	CFBP8082
545326	128	0.9	0.999999	effector	>WP_004086643.1 30S ribosomal protein THX [Xylella fastidiosa]	CFBP8082
545333	135	0.9	0.999838	effector	>WP_004087105.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545338	140	0.9	0.999064	effector	>WP_004087113.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545371	173	0.9	1	effector	>WP_004087222.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545407	209	0.9	0.994107	effector	>WP_004087368.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545413	215	0.9	0.998445	effector	>WP_004087375.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545434	236	0.9	0.992152	effector	>WP_004087418.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545460	262	0.9	0.994064	effector	>WP_004087477.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8082
545474	276	0.9	0.997927	effector	>WP_004087527.1 glutaredoxin 3 [Xylella fastidiosa]	CFBP8082
545533	335	0.9	0.999999	effector	>WP_004087683.1 type 1 fimbrial protein [Xylella fastidiosa]	CFBP8082
545543	345	0.9	0.99984	effector	>WP_004087774.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
545679	481	0.9	0.986345	effector	>WP_004088201.1 outer membrane protein W OmpW [Xylella fastidiosa]	CFBP8082
545890	692	0.9	0.99994	effector	>WP_004088963.1 membrane protein [Xylella fastidiosa]	CFBP8082
545951	753	0.9	0.987191	effector	>WP_004089217.1 lipopolysaccharide transport periplasmic protein LptA [Xylella fastidiosa]	CFBP8082
546066	868	0.9	0.999994	effector	>WP_004089725.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546071	873	0.9	0.998562	effector	>WP_004089743.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546198	1000	0.9	0.998484	effector	>WP_004090215.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546225	1027	0.9	0.999745	effector	>WP_004090311.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546253	1055	0.9	0.989856	effector	>WP_004090375.1 pilin partial [Xylella fastidiosa]	CFBP8082
546254	1056	0.9	0.999842	effector	>WP_004090380.1 pilin [Xylella fastidiosa]	CFBP8082
546323	1125	0.9	0.995802	effector	>WP_004090579.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546324	1126	0.9	0.999875	effector	>WP_004090580.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546325	1127	0.9	1	effector	>WP_004090581.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546367	1169	0.9	0.99989	effector	>WP_004090673.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546474	1276	0.9	0.995754	effector	>WP_004091439.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546484	1286	0.9	0.999253	effector	>WP_004091494.1 single-stranded DNA-binding protein [Xylella fastidiosa]	CFBP8082
546499	1301	0.9	0.992698	effector	>WP_004572804.1 50S ribosomal protein L32 [Xylella fastidiosa]	CFBP8082
546571	1373	0.9	0.998021	effector	>WP_004572929.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546572	1374	0.9	0.989373	effector	>WP_004572930.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546579	1381	0.9	0.999258	effector	>WP_004572941.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546600	1402	0.9	1	effector	>WP_004572979.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546680	1482	0.9	0.999985	effector	>WP_011097616.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546684	1486	0.9	1	effector	>WP_011097630.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546772	1574	0.9	0.999375	effector	>WP_011097858.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546809	1611	0.9	0.995026	effector	>WP_011098007.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546839	1641	0.9	0.988214	effector	>WP_011098093.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546846	1648	0.9	0.997436	effector	>WP_011098104.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546848	1650	0.9	0.993623	effector	>WP_011098106.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546870	1672	0.9	0.999954	effector	>WP_011098150.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546877	1679	0.9	0.998521	effector	>WP_011098170.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546899	1701	0.9	0.995068	effector	>WP_011098232.1 prepilin-type N-terminal cleavage/methylation domain-containing protein [Xylella fastidiosa]	CFBP8082
546931	1733	0.9	1	effector	>WP_011098336.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546939	1741	0.9	1	effector	>WP_011098370.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546953	1755	0.9	1	effector	>WP_012382406.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
546996	1798	0.9	0.992282	effector	>WP_012382580.1 transposase [Xylella fastidiosa]	CFBP8082
547044	1846	0.9	0.992692	effector	>WP_012382785.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
547128	1930	0.9	0.996681	effector	>WP_038232919.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
547140	1942	0.9	0.988329	effector	>WP_038233117.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8082
547151	1953	0.9	0.988855	effector	>WP_038233183.1 TonB-dependent receptor [Xylella fastidiosa]	CFBP8082
547164	1966	0.9	0.999986	effector	>WP_049767183.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
547172	1974	0.9	0.999984	effector	>WP_071869522.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
547173	1975	0.9	0.99926	effector	>WP_071869545.1 hypothetical protein [Xylella fastidiosa]	CFBP8082
